activity_id,opportunity_id,sales_agent,activity_date,activity_type,activity_outcome
ACT-020858,56ZJUSNG,Daniell Hammack,2017-06-03 08:00:00,Call,Rescheduled
ACT-020859,56ZJUSNG,Daniell Hammack,2017-06-03 17:00:00,Call,Interested
ACT-020860,56ZJUSNG,Daniell Hammack,2017-06-07 12:00:00,Demo,Rescheduled
ACT-020861,56ZJUSNG,Daniell Hammack,2017-06-03 10:00:00,Follow-up,Completed
ACT-020862,56ZJUSNG,Daniell Hammack,2017-06-03 10:00:00,Follow-up,No answer
ACT-020863,56ZJUSNG,Daniell Hammack,2017-06-06 09:00:00,Meeting,Responded
ACT-020864,Y92RU9V8,Daniell Hammack,2017-06-12 08:00:00,Demo,Connected
ACT-020865,Y92RU9V8,Daniell Hammack,2017-06-02 10:00:00,Meeting,Interested
ACT-020866,Y92RU9V8,Daniell Hammack,2017-06-04 13:00:00,Email,Rescheduled
ACT-020867,Y92RU9V8,Daniell Hammack,2017-06-04 13:00:00,Call,No answer
ACT-020868,Y92RU9V8,Daniell Hammack,2017-06-12 14:00:00,Email,Not interested
ACT-020869,Y92RU9V8,Daniell Hammack,2017-06-06 13:00:00,Email,No answer
ACT-020870,Y92RU9V8,Daniell Hammack,2017-06-09 14:00:00,Follow-up,Responded
ACT-020871,SXV6VZVC,Darcel Schlecht,2017-07-30 11:00:00,Email,No answer
ACT-020872,SXV6VZVC,Darcel Schlecht,2017-06-25 15:00:00,Email,Responded
ACT-020873,SXV6VZVC,Darcel Schlecht,2017-07-24 17:00:00,Meeting,Responded
ACT-020874,SXV6VZVC,Darcel Schlecht,2017-06-03 10:00:00,Demo,Rescheduled
ACT-020875,SXV6VZVC,Darcel Schlecht,2017-08-25 16:00:00,Call,No answer
ACT-020876,SXV6VZVC,Darcel Schlecht,2017-06-05 16:00:00,Meeting,Completed
ACT-020877,BGY307FC,Donn Cantrell,2017-06-20 11:00:00,Call,Connected
ACT-020878,BGY307FC,Donn Cantrell,2017-07-13 12:00:00,Email,Responded
ACT-020879,BGY307FC,Donn Cantrell,2017-07-05 08:00:00,Call,Interested
ACT-020880,BGY307FC,Donn Cantrell,2017-06-06 08:00:00,Email,Not interested
ACT-020881,BAN0BVHW,Donn Cantrell,2017-06-26 11:00:00,Demo,Completed
ACT-020882,BAN0BVHW,Donn Cantrell,2017-06-04 11:00:00,Meeting,Completed
ACT-020883,BAN0BVHW,Donn Cantrell,2017-07-21 12:00:00,Call,Not interested
ACT-020884,BAN0BVHW,Donn Cantrell,2017-07-06 12:00:00,Demo,Rescheduled
ACT-020885,BAN0BVHW,Donn Cantrell,2017-06-13 10:00:00,Demo,Not interested
ACT-020886,BAN0BVHW,Donn Cantrell,2017-07-06 15:00:00,Email,Interested
ACT-020887,GV9G96Z1,Garret Kinder,2017-08-11 09:00:00,Meeting,Completed
ACT-020888,GV9G96Z1,Garret Kinder,2017-08-25 14:00:00,Demo,Not interested
ACT-020889,GV9G96Z1,Garret Kinder,2017-08-05 17:00:00,Meeting,Completed
ACT-020890,Z75R686C,Hayden Neloms,2017-07-22 14:00:00,Call,Completed
ACT-020891,Z75R686C,Hayden Neloms,2017-07-26 17:00:00,Meeting,Responded
ACT-020892,Z75R686C,Hayden Neloms,2017-07-15 14:00:00,Demo,Rescheduled
ACT-020893,Z75R686C,Hayden Neloms,2017-08-05 11:00:00,Demo,No answer
ACT-020894,Z75R686C,Hayden Neloms,2017-07-20 17:00:00,Email,Responded
ACT-020895,BO1ZOZG2,Kary Hendrixson,2017-06-25 09:00:00,Demo,Rescheduled
ACT-020896,BO1ZOZG2,Kary Hendrixson,2017-05-28 10:00:00,Meeting,Not interested
ACT-020897,BO1ZOZG2,Kary Hendrixson,2017-06-26 15:00:00,Call,No answer
ACT-020898,BO1ZOZG2,Kary Hendrixson,2017-06-11 10:00:00,Email,Interested
ACT-020899,BO1ZOZG2,Kary Hendrixson,2017-05-29 08:00:00,Demo,Interested
ACT-020900,BO1ZOZG2,Kary Hendrixson,2017-06-05 14:00:00,Follow-up,Responded
ACT-020901,OERROEPM,Markita Hansen,2017-06-27 15:00:00,Meeting,Interested
ACT-020902,OERROEPM,Markita Hansen,2017-06-23 14:00:00,Email,Interested
ACT-020903,OERROEPM,Markita Hansen,2017-05-30 14:00:00,Demo,Responded
ACT-020904,OERROEPM,Markita Hansen,2017-06-03 15:00:00,Meeting,Connected
ACT-020905,OERROEPM,Markita Hansen,2017-06-21 13:00:00,Follow-up,Rescheduled
ACT-020906,OERROEPM,Markita Hansen,2017-06-25 16:00:00,Meeting,Completed
ACT-020907,OERROEPM,Markita Hansen,2017-06-14 13:00:00,Meeting,Responded
ACT-020908,OERROEPM,Markita Hansen,2017-06-13 09:00:00,Demo,Completed
ACT-020909,OERROEPM,Markita Hansen,2017-06-20 14:00:00,Follow-up,Responded
ACT-020910,12GLKKV4,Markita Hansen,2017-05-31 09:00:00,Call,Interested
ACT-020911,12GLKKV4,Markita Hansen,2017-06-06 11:00:00,Meeting,Not interested
ACT-020912,12GLKKV4,Markita Hansen,2017-06-08 16:00:00,Follow-up,Not interested
ACT-020913,12GLKKV4,Markita Hansen,2017-06-02 09:00:00,Call,Completed
ACT-020914,12GLKKV4,Markita Hansen,2017-06-07 08:00:00,Demo,Rescheduled
ACT-020915,VDD7H92Q,Maureen Marcano,2017-05-28 15:00:00,Follow-up,Connected
ACT-020916,VDD7H92Q,Maureen Marcano,2017-05-28 17:00:00,Email,Rescheduled
ACT-020917,VDD7H92Q,Maureen Marcano,2017-05-28 11:00:00,Call,Not interested
ACT-020918,VDD7H92Q,Maureen Marcano,2017-06-03 14:00:00,Demo,Rescheduled
ACT-020919,VDD7H92Q,Maureen Marcano,2017-05-31 13:00:00,Meeting,Responded
ACT-020920,83JP1K4E,Rosalina Dieter,2017-05-31 13:00:00,Email,No answer
ACT-020921,83JP1K4E,Rosalina Dieter,2017-06-21 11:00:00,Meeting,Rescheduled
ACT-020922,83JP1K4E,Rosalina Dieter,2017-06-02 12:00:00,Follow-up,Interested
ACT-020923,83JP1K4E,Rosalina Dieter,2017-08-14 14:00:00,Email,No answer
ACT-020924,83JP1K4E,Rosalina Dieter,2017-08-15 09:00:00,Demo,Responded
ACT-020925,83JP1K4E,Rosalina Dieter,2017-08-27 12:00:00,Demo,Connected
ACT-020926,ME3H0RUJ,Rosalina Dieter,2017-08-14 15:00:00,Meeting,Completed
ACT-020927,ME3H0RUJ,Rosalina Dieter,2017-07-13 14:00:00,Call,No answer
ACT-020928,ME3H0RUJ,Rosalina Dieter,2017-08-14 16:00:00,Follow-up,Not interested
ACT-020929,ME3H0RUJ,Rosalina Dieter,2017-09-01 16:00:00,Email,Connected
ACT-020930,W8E76HJG,Vicki Laflamme,2017-06-03 13:00:00,Email,Responded
ACT-020931,W8E76HJG,Vicki Laflamme,2017-06-01 14:00:00,Demo,Completed
ACT-020932,MWSPTOQK,Zane Levy,2017-06-10 13:00:00,Follow-up,Interested
ACT-020933,MWSPTOQK,Zane Levy,2017-06-13 12:00:00,Email,Interested
ACT-020934,MWSPTOQK,Zane Levy,2017-06-18 15:00:00,Email,Rescheduled
ACT-020935,MWSPTOQK,Zane Levy,2017-06-04 14:00:00,Follow-up,Connected
ACT-020936,MWSPTOQK,Zane Levy,2017-06-06 15:00:00,Follow-up,Not interested
ACT-020937,MWSPTOQK,Zane Levy,2017-06-05 15:00:00,Demo,Interested
ACT-020938,MWSPTOQK,Zane Levy,2017-06-07 12:00:00,Follow-up,Rescheduled
ACT-020939,IMB2N710,Zane Levy,2017-05-28 10:00:00,Follow-up,Interested
ACT-020940,IMB2N710,Zane Levy,2017-06-16 08:00:00,Call,Completed
ACT-020941,IMB2N710,Zane Levy,2017-07-04 16:00:00,Demo,Connected
ACT-020942,IMB2N710,Zane Levy,2017-07-10 15:00:00,Follow-up,Responded
ACT-020943,IMB2N710,Zane Levy,2017-06-06 12:00:00,Demo,Rescheduled
ACT-020944,IMB2N710,Zane Levy,2017-06-23 15:00:00,Email,Rescheduled
ACT-020945,IMB2N710,Zane Levy,2017-07-23 12:00:00,Demo,Not interested
ACT-020946,IMB2N710,Zane Levy,2017-07-15 08:00:00,Follow-up,Interested
ACT-020947,OJBBZHM4,Anna Snelling,2017-06-11 15:00:00,Email,Rescheduled
ACT-020948,OJBBZHM4,Anna Snelling,2017-06-01 08:00:00,Follow-up,Rescheduled
ACT-020949,OJBBZHM4,Anna Snelling,2017-06-09 12:00:00,Email,Not interested
ACT-020950,OJBBZHM4,Anna Snelling,2017-06-06 08:00:00,Demo,Interested
ACT-020951,OJBBZHM4,Anna Snelling,2017-05-30 16:00:00,Meeting,Not interested
ACT-020952,2PQORQGO,Boris Faz,2017-07-06 08:00:00,Demo,Responded
ACT-020953,2PQORQGO,Boris Faz,2017-06-07 08:00:00,Demo,No answer
ACT-020954,2PQORQGO,Boris Faz,2017-06-19 11:00:00,Meeting,No answer
ACT-020955,2PQORQGO,Boris Faz,2017-06-11 16:00:00,Demo,Rescheduled
ACT-020956,2PQORQGO,Boris Faz,2017-09-09 14:00:00,Meeting,Interested
ACT-020957,I3RW4OMF,Cecily Lampkin,2017-08-01 09:00:00,Demo,No answer
ACT-020958,I3RW4OMF,Cecily Lampkin,2017-08-26 09:00:00,Meeting,Not interested
ACT-020959,I3RW4OMF,Cecily Lampkin,2017-05-29 09:00:00,Demo,Rescheduled
ACT-020960,I3RW4OMF,Cecily Lampkin,2017-06-27 12:00:00,Demo,Not interested
ACT-020961,I3RW4OMF,Cecily Lampkin,2017-07-09 12:00:00,Email,Completed
ACT-020962,I3RW4OMF,Cecily Lampkin,2017-06-03 11:00:00,Meeting,No answer
ACT-020963,I3RW4OMF,Cecily Lampkin,2017-05-29 12:00:00,Call,No answer
ACT-020964,RY6T3GLC,Corliss Cosme,2017-06-03 15:00:00,Call,Completed
ACT-020965,RY6T3GLC,Corliss Cosme,2017-06-17 16:00:00,Follow-up,No answer
ACT-020966,RY6T3GLC,Corliss Cosme,2017-06-16 11:00:00,Demo,Not interested
ACT-020967,RY6T3GLC,Corliss Cosme,2017-05-31 17:00:00,Demo,Not interested
ACT-020968,RY6T3GLC,Corliss Cosme,2017-06-06 11:00:00,Follow-up,Completed
ACT-020969,LG8ZAMCB,Corliss Cosme,2017-06-02 09:00:00,Email,Connected
ACT-020970,LG8ZAMCB,Corliss Cosme,2017-06-10 17:00:00,Call,Interested
ACT-020971,LG8ZAMCB,Corliss Cosme,2017-06-05 11:00:00,Call,No answer
ACT-020972,LG8ZAMCB,Corliss Cosme,2017-06-01 10:00:00,Meeting,No answer
ACT-020973,LG8ZAMCB,Corliss Cosme,2017-05-30 09:00:00,Follow-up,Not interested
ACT-020974,LG8ZAMCB,Corliss Cosme,2017-06-06 15:00:00,Demo,Responded
ACT-020975,XJ8UTM6B,Corliss Cosme,2017-05-31 09:00:00,Call,Rescheduled
ACT-020976,XJ8UTM6B,Corliss Cosme,2017-05-31 15:00:00,Email,Rescheduled
ACT-020977,XJ8UTM6B,Corliss Cosme,2017-06-09 10:00:00,Call,Responded
ACT-020978,XJ8UTM6B,Corliss Cosme,2017-05-31 14:00:00,Email,Rescheduled
ACT-020979,XJ8UTM6B,Corliss Cosme,2017-06-09 17:00:00,Meeting,No answer
ACT-020980,XJ8UTM6B,Corliss Cosme,2017-06-09 10:00:00,Call,Completed
ACT-020981,XJ8UTM6B,Corliss Cosme,2017-06-01 12:00:00,Demo,Not interested
ACT-020982,XJ8UTM6B,Corliss Cosme,2017-05-31 10:00:00,Call,Responded
ACT-020983,XJ8UTM6B,Corliss Cosme,2017-06-03 10:00:00,Call,Interested
ACT-020984,XJ8UTM6B,Corliss Cosme,2017-06-05 15:00:00,Call,No answer
ACT-020985,CVGTFBZE,Darcel Schlecht,2017-06-05 11:00:00,Follow-up,Interested
ACT-020986,CVGTFBZE,Darcel Schlecht,2017-07-14 09:00:00,Meeting,Rescheduled
ACT-020987,CVGTFBZE,Darcel Schlecht,2017-07-11 08:00:00,Call,Not interested
ACT-020988,CVGTFBZE,Darcel Schlecht,2017-07-10 10:00:00,Meeting,Interested
ACT-020989,CVGTFBZE,Darcel Schlecht,2017-05-30 11:00:00,Call,Not interested
ACT-020990,CVGTFBZE,Darcel Schlecht,2017-06-29 11:00:00,Call,Responded
ACT-020991,RW02HG5P,Donn Cantrell,2017-06-08 16:00:00,Email,Rescheduled
ACT-020992,RW02HG5P,Donn Cantrell,2017-06-02 16:00:00,Call,Interested
ACT-020993,RW02HG5P,Donn Cantrell,2017-06-02 17:00:00,Demo,Completed
ACT-020994,RW02HG5P,Donn Cantrell,2017-05-31 17:00:00,Follow-up,Completed
ACT-020995,7W8CQJ2Z,Elease Gluck,2017-06-10 10:00:00,Meeting,No answer
ACT-020996,7W8CQJ2Z,Elease Gluck,2017-05-30 10:00:00,Call,Responded
ACT-020997,M03IHS3P,Gladys Colclough,2017-07-08 16:00:00,Meeting,Interested
ACT-020998,M03IHS3P,Gladys Colclough,2017-07-07 13:00:00,Call,Completed
ACT-020999,M03IHS3P,Gladys Colclough,2017-05-30 15:00:00,Demo,Interested
ACT-021000,M03IHS3P,Gladys Colclough,2017-07-16 17:00:00,Demo,Not interested
ACT-021001,GX3SHSEA,Gladys Colclough,2017-07-09 10:00:00,Follow-up,Connected
ACT-021002,GX3SHSEA,Gladys Colclough,2017-07-01 17:00:00,Demo,Interested
ACT-021003,GX3SHSEA,Gladys Colclough,2017-07-08 17:00:00,Call,No answer
ACT-021004,GX3SHSEA,Gladys Colclough,2017-07-12 15:00:00,Follow-up,Not interested
ACT-021005,GX3SHSEA,Gladys Colclough,2017-06-26 13:00:00,Follow-up,Interested
ACT-021006,GX3SHSEA,Gladys Colclough,2017-06-21 17:00:00,Follow-up,No answer
ACT-021007,GX3SHSEA,Gladys Colclough,2017-07-19 17:00:00,Follow-up,Connected
ACT-021008,8G3HB5S6,James Ascencio,2017-06-04 17:00:00,Demo,Responded
ACT-021009,8G3HB5S6,James Ascencio,2017-06-25 09:00:00,Demo,No answer
ACT-021010,8G3HB5S6,James Ascencio,2017-06-26 17:00:00,Meeting,Not interested
ACT-021011,8G3HB5S6,James Ascencio,2017-06-28 12:00:00,Follow-up,Interested
ACT-021012,8G3HB5S6,James Ascencio,2017-06-26 14:00:00,Demo,No answer
ACT-021013,9KTHISLX,James Ascencio,2017-05-31 15:00:00,Demo,Not interested
ACT-021014,9KTHISLX,James Ascencio,2017-07-31 09:00:00,Demo,Responded
ACT-021015,9KTHISLX,James Ascencio,2017-06-17 13:00:00,Demo,Interested
ACT-021016,9KTHISLX,James Ascencio,2017-06-09 16:00:00,Follow-up,Interested
ACT-021017,9KTHISLX,James Ascencio,2017-06-19 08:00:00,Follow-up,Interested
ACT-021018,Q808L4HZ,James Ascencio,2017-06-14 12:00:00,Meeting,Not interested
ACT-021019,Q808L4HZ,James Ascencio,2017-06-27 16:00:00,Call,Interested
ACT-021020,Q808L4HZ,James Ascencio,2017-07-26 16:00:00,Email,No answer
ACT-021021,Q808L4HZ,James Ascencio,2017-07-13 16:00:00,Call,Responded
ACT-021022,Q808L4HZ,James Ascencio,2017-06-07 10:00:00,Call,Not interested
ACT-021023,Q808L4HZ,James Ascencio,2017-07-25 12:00:00,Demo,Connected
ACT-021024,Q808L4HZ,James Ascencio,2017-07-12 15:00:00,Meeting,Rescheduled
ACT-021025,Q808L4HZ,James Ascencio,2017-06-11 16:00:00,Demo,Not interested
ACT-021026,Q808L4HZ,James Ascencio,2017-07-15 15:00:00,Meeting,Rescheduled
ACT-021027,Q808L4HZ,James Ascencio,2017-06-27 11:00:00,Demo,Responded
ACT-021028,IWQP4M72,Jonathan Berthelot,2017-06-09 17:00:00,Demo,Not interested
ACT-021029,IWQP4M72,Jonathan Berthelot,2017-07-31 16:00:00,Call,Completed
ACT-021030,IWQP4M72,Jonathan Berthelot,2017-08-03 12:00:00,Meeting,Connected
ACT-021031,IWQP4M72,Jonathan Berthelot,2017-08-26 08:00:00,Call,No answer
ACT-021032,MPME6VZD,Kami Bicknell,2017-06-13 13:00:00,Call,No answer
ACT-021033,MPME6VZD,Kami Bicknell,2017-06-06 15:00:00,Meeting,Responded
ACT-021034,MPME6VZD,Kami Bicknell,2017-06-21 08:00:00,Meeting,Not interested
ACT-021035,MPME6VZD,Kami Bicknell,2017-05-30 10:00:00,Follow-up,Interested
ACT-021036,MPME6VZD,Kami Bicknell,2017-06-02 12:00:00,Call,No answer
ACT-021037,MPME6VZD,Kami Bicknell,2017-06-21 16:00:00,Call,Interested
ACT-021038,EUYJDW9C,Kary Hendrixson,2017-06-17 17:00:00,Meeting,Interested
ACT-021039,EUYJDW9C,Kary Hendrixson,2017-06-07 17:00:00,Meeting,Interested
ACT-021040,3GOXMQPF,Kary Hendrixson,2017-07-29 14:00:00,Follow-up,Connected
ACT-021041,3GOXMQPF,Kary Hendrixson,2017-08-16 14:00:00,Demo,Not interested
ACT-021042,3GOXMQPF,Kary Hendrixson,2017-08-05 17:00:00,Email,Connected
ACT-021043,3GOXMQPF,Kary Hendrixson,2017-06-11 15:00:00,Meeting,Connected
ACT-021044,1WZ5N86Q,Kary Hendrixson,2017-06-09 10:00:00,Email,No answer
ACT-021045,1WZ5N86Q,Kary Hendrixson,2017-07-01 13:00:00,Call,Not interested
ACT-021046,1WZ5N86Q,Kary Hendrixson,2017-08-12 16:00:00,Email,Completed
ACT-021047,1WZ5N86Q,Kary Hendrixson,2017-06-30 15:00:00,Call,Responded
ACT-021048,1WZ5N86Q,Kary Hendrixson,2017-07-12 14:00:00,Demo,Completed
ACT-021049,C3QK8M7F,Markita Hansen,2017-05-29 10:00:00,Demo,Not interested
ACT-021050,C3QK8M7F,Markita Hansen,2017-06-15 15:00:00,Follow-up,Interested
ACT-021051,9BXXDYH9,Markita Hansen,2017-06-18 12:00:00,Email,Connected
ACT-021052,9BXXDYH9,Markita Hansen,2017-08-06 16:00:00,Call,Interested
ACT-021053,9BXXDYH9,Markita Hansen,2017-06-22 09:00:00,Meeting,Completed
ACT-021054,9BXXDYH9,Markita Hansen,2017-06-28 12:00:00,Demo,Rescheduled
ACT-021055,YRTI0EKE,Rosalina Dieter,2017-06-22 13:00:00,Follow-up,Completed
ACT-021056,YRTI0EKE,Rosalina Dieter,2017-06-13 17:00:00,Follow-up,Interested
ACT-021057,YRTI0EKE,Rosalina Dieter,2017-06-03 16:00:00,Email,Connected
ACT-021058,YRTI0EKE,Rosalina Dieter,2017-06-05 09:00:00,Demo,Interested
ACT-021059,YRTI0EKE,Rosalina Dieter,2017-06-17 12:00:00,Email,Responded
ACT-021060,YRTI0EKE,Rosalina Dieter,2017-06-04 16:00:00,Follow-up,Connected
ACT-021061,4X3H9YD5,Rosalina Dieter,2017-07-12 15:00:00,Meeting,Rescheduled
ACT-021062,4X3H9YD5,Rosalina Dieter,2017-07-30 14:00:00,Meeting,Interested
ACT-021063,4X3H9YD5,Rosalina Dieter,2017-08-02 14:00:00,Call,No answer
ACT-021064,K83L4L0I,Rosie Papadopoulos,2017-06-15 10:00:00,Demo,Connected
ACT-021065,K83L4L0I,Rosie Papadopoulos,2017-06-09 13:00:00,Follow-up,Interested
ACT-021066,K83L4L0I,Rosie Papadopoulos,2017-06-11 13:00:00,Call,Rescheduled
ACT-021067,K83L4L0I,Rosie Papadopoulos,2017-05-30 09:00:00,Call,No answer
ACT-021068,E9C7WXQL,Versie Hillebrand,2017-06-12 09:00:00,Call,Interested
ACT-021069,E9C7WXQL,Versie Hillebrand,2017-06-01 13:00:00,Meeting,Completed
ACT-021070,E9C7WXQL,Versie Hillebrand,2017-06-16 12:00:00,Follow-up,Responded
ACT-021071,E9C7WXQL,Versie Hillebrand,2017-07-05 10:00:00,Call,Rescheduled
ACT-021072,E9C7WXQL,Versie Hillebrand,2017-07-15 14:00:00,Email,No answer
ACT-021073,E9C7WXQL,Versie Hillebrand,2017-08-29 09:00:00,Follow-up,Not interested
ACT-021074,E9C7WXQL,Versie Hillebrand,2017-07-09 09:00:00,Email,Interested
ACT-021075,E9C7WXQL,Versie Hillebrand,2017-07-31 12:00:00,Demo,Interested
ACT-021076,E9C7WXQL,Versie Hillebrand,2017-06-10 10:00:00,Follow-up,No answer
ACT-021077,E9C7WXQL,Versie Hillebrand,2017-08-06 08:00:00,Call,Completed
ACT-021078,UMXZFLO8,Zane Levy,2017-05-29 08:00:00,Email,Rescheduled
ACT-021079,UMXZFLO8,Zane Levy,2017-06-03 09:00:00,Call,Not interested
ACT-021080,UMXZFLO8,Zane Levy,2017-06-20 09:00:00,Follow-up,Rescheduled
ACT-021081,UMXZFLO8,Zane Levy,2017-06-02 14:00:00,Meeting,No answer
ACT-021082,AAVJHH3M,Zane Levy,2017-05-30 09:00:00,Follow-up,Interested
ACT-021083,AAVJHH3M,Zane Levy,2017-05-31 14:00:00,Meeting,No answer
ACT-021084,AAVJHH3M,Zane Levy,2017-05-30 12:00:00,Demo,No answer
ACT-021085,AAVJHH3M,Zane Levy,2017-06-04 11:00:00,Demo,Not interested
ACT-021086,NEVHU7GV,Boris Faz,2017-06-21 09:00:00,Call,Connected
ACT-021087,NEVHU7GV,Boris Faz,2017-06-18 11:00:00,Email,Responded
ACT-021088,POLWB0UX,Corliss Cosme,2017-06-06 16:00:00,Meeting,Interested
ACT-021089,POLWB0UX,Corliss Cosme,2017-05-31 09:00:00,Demo,Not interested
ACT-021090,POLWB0UX,Corliss Cosme,2017-05-31 09:00:00,Email,Responded
ACT-021091,POLWB0UX,Corliss Cosme,2017-06-06 16:00:00,Meeting,Responded
ACT-021092,ZSHK2ZXD,Darcel Schlecht,2017-06-15 15:00:00,Call,Completed
ACT-021093,ZSHK2ZXD,Darcel Schlecht,2017-06-07 13:00:00,Call,Completed
ACT-021094,ZSHK2ZXD,Darcel Schlecht,2017-06-04 17:00:00,Demo,Completed
ACT-021095,ZSHK2ZXD,Darcel Schlecht,2017-06-01 12:00:00,Call,Completed
ACT-021096,PF7GFMLQ,Donn Cantrell,2017-06-10 10:00:00,Meeting,Not interested
ACT-021097,PF7GFMLQ,Donn Cantrell,2017-07-10 16:00:00,Meeting,No answer
ACT-021098,PF7GFMLQ,Donn Cantrell,2017-06-20 09:00:00,Call,Interested
ACT-021099,PF7GFMLQ,Donn Cantrell,2017-06-23 14:00:00,Meeting,Rescheduled
ACT-021100,PF7GFMLQ,Donn Cantrell,2017-06-17 14:00:00,Email,Not interested
ACT-021101,LKMZWCKQ,Gladys Colclough,2017-06-09 13:00:00,Demo,Completed
ACT-021102,LKMZWCKQ,Gladys Colclough,2017-06-15 15:00:00,Call,Interested
ACT-021103,LKMZWCKQ,Gladys Colclough,2017-07-23 11:00:00,Call,Not interested
ACT-021104,LKMZWCKQ,Gladys Colclough,2017-06-04 12:00:00,Meeting,Interested
ACT-021105,LKMZWCKQ,Gladys Colclough,2017-07-28 10:00:00,Call,Rescheduled
ACT-021106,3D6ZHLF0,Kami Bicknell,2017-07-20 12:00:00,Meeting,Interested
ACT-021107,3D6ZHLF0,Kami Bicknell,2017-06-10 17:00:00,Call,Rescheduled
ACT-021108,3R8PJCCW,Kary Hendrixson,2017-07-17 14:00:00,Call,Responded
ACT-021109,3R8PJCCW,Kary Hendrixson,2017-08-06 12:00:00,Email,Connected
ACT-021110,3R8PJCCW,Kary Hendrixson,2017-08-26 10:00:00,Meeting,Responded
ACT-021111,3R8PJCCW,Kary Hendrixson,2017-07-14 09:00:00,Demo,Connected
ACT-021112,3R8PJCCW,Kary Hendrixson,2017-07-11 15:00:00,Call,No answer
ACT-021113,CPWTJ2WC,Marty Freudenburg,2017-06-02 12:00:00,Demo,Completed
ACT-021114,CPWTJ2WC,Marty Freudenburg,2017-06-01 11:00:00,Demo,Connected
ACT-021115,CPWTJ2WC,Marty Freudenburg,2017-06-02 12:00:00,Meeting,Rescheduled
ACT-021116,CPWTJ2WC,Marty Freudenburg,2017-05-30 14:00:00,Email,Rescheduled
ACT-021117,CPWTJ2WC,Marty Freudenburg,2017-06-03 15:00:00,Call,Interested
ACT-021118,CPWTJ2WC,Marty Freudenburg,2017-06-01 09:00:00,Demo,Connected
ACT-021119,QZLWUJEJ,Reed Clapper,2017-05-31 13:00:00,Meeting,Responded
ACT-021120,QZLWUJEJ,Reed Clapper,2017-05-31 11:00:00,Meeting,Completed
ACT-021121,QZLWUJEJ,Reed Clapper,2017-05-31 15:00:00,Demo,Completed
ACT-021122,QZLWUJEJ,Reed Clapper,2017-05-30 16:00:00,Follow-up,Rescheduled
ACT-021123,QZLWUJEJ,Reed Clapper,2017-05-30 15:00:00,Call,No answer
ACT-021124,QZLWUJEJ,Reed Clapper,2017-05-30 17:00:00,Follow-up,Responded
ACT-021125,NDVZAHYA,Vicki Laflamme,2017-06-28 12:00:00,Demo,Responded
ACT-021126,NDVZAHYA,Vicki Laflamme,2017-07-16 08:00:00,Demo,Completed
ACT-021127,NDVZAHYA,Vicki Laflamme,2017-06-17 10:00:00,Email,Completed
ACT-021128,1R8VKE8O,Vicki Laflamme,2017-06-29 16:00:00,Follow-up,No answer
ACT-021129,1R8VKE8O,Vicki Laflamme,2017-07-22 15:00:00,Call,No answer
ACT-021130,1R8VKE8O,Vicki Laflamme,2017-07-04 10:00:00,Demo,Completed
ACT-021131,1R8VKE8O,Vicki Laflamme,2017-07-18 09:00:00,Demo,Responded
ACT-021132,1R8VKE8O,Vicki Laflamme,2017-07-01 13:00:00,Email,Responded
ACT-021133,QNVW1NSS,Wilburn Farren,2017-06-13 12:00:00,Call,Responded
ACT-021134,QNVW1NSS,Wilburn Farren,2017-06-17 14:00:00,Call,No answer
ACT-021135,QNVW1NSS,Wilburn Farren,2017-06-02 12:00:00,Email,Interested
ACT-021136,QNVW1NSS,Wilburn Farren,2017-06-24 09:00:00,Demo,Responded
ACT-021137,QNVW1NSS,Wilburn Farren,2017-05-30 17:00:00,Meeting,Interested
ACT-021138,QNVW1NSS,Wilburn Farren,2017-06-04 16:00:00,Email,Responded
ACT-021139,QNVW1NSS,Wilburn Farren,2017-05-31 13:00:00,Email,Connected
ACT-021140,LNX7ULEG,Zane Levy,2017-07-17 11:00:00,Demo,Interested
ACT-021141,LNX7ULEG,Zane Levy,2017-07-12 16:00:00,Follow-up,Responded
ACT-021142,LNX7ULEG,Zane Levy,2017-07-10 12:00:00,Demo,Interested
ACT-021143,LNX7ULEG,Zane Levy,2017-06-01 16:00:00,Email,Interested
ACT-021144,LNX7ULEG,Zane Levy,2017-08-18 11:00:00,Meeting,No answer
ACT-021145,LNX7ULEG,Zane Levy,2017-06-16 10:00:00,Email,Rescheduled
ACT-021146,42N0IWF8,Zane Levy,2017-05-31 10:00:00,Meeting,Interested
ACT-021147,42N0IWF8,Zane Levy,2017-06-02 10:00:00,Email,Rescheduled
ACT-021148,42N0IWF8,Zane Levy,2017-06-01 10:00:00,Meeting,No answer
ACT-021149,42N0IWF8,Zane Levy,2017-06-05 10:00:00,Meeting,Rescheduled
ACT-021150,42N0IWF8,Zane Levy,2017-06-02 17:00:00,Follow-up,Connected
ACT-021151,42N0IWF8,Zane Levy,2017-06-05 15:00:00,Meeting,Connected
ACT-021152,N60TC14O,Cecily Lampkin,2017-06-29 17:00:00,Meeting,Not interested
ACT-021153,N60TC14O,Cecily Lampkin,2017-06-01 16:00:00,Demo,Responded
ACT-021154,N60TC14O,Cecily Lampkin,2017-06-06 14:00:00,Meeting,Not interested
ACT-021155,N60TC14O,Cecily Lampkin,2017-07-08 11:00:00,Call,Not interested
ACT-021156,N60TC14O,Cecily Lampkin,2017-06-05 14:00:00,Follow-up,Responded
ACT-021157,N60TC14O,Cecily Lampkin,2017-08-02 17:00:00,Demo,Not interested
ACT-021158,N60TC14O,Cecily Lampkin,2017-07-30 08:00:00,Email,No answer
