transition_id,opportunity_id,sales_agent,from_stage,to_stage,changed_at,days_in_previous_stage
ST-009534,U5K1Y35J,Moses Frase,Engaging,Won,2017-07-25,1
ST-009535,H2FCUPHJ,Niesha Huffines,Prospecting,Engaging,2017-07-24,26
ST-009536,Y7TVU9AY,Niesha Huffines,Prospecting,Engaging,2017-07-24,5
ST-009537,Y7TVU9AY,Niesha Huffines,Engaging,Lost,2017-11-06,105
ST-009538,ZNZCBGN7,Rosie Papadopoulos,Prospecting,Engaging,2017-07-24,10
ST-009539,ZNZCBGN7,Rosie Papadopoulos,Engaging,Lost,2017-07-26,2
ST-009540,IT2UBEW4,Rosie Papadopoulos,Prospecting,Engaging,2017-07-24,14
ST-009541,IT2UBEW4,Rosie Papadopoulos,Engaging,Won,2017-07-25,1
ST-009542,806KPNNN,Versie Hillebrand,Prospecting,Engaging,2017-07-24,13
ST-009543,8Y4LJOJ0,Versie Hillebrand,Prospecting,Engaging,2017-07-24,8
ST-009544,Z7EBMMAE,Versie Hillebrand,Prospecting,Engaging,2017-07-24,23
ST-009545,KT4OEP4X,Versie Hillebrand,Prospecting,Engaging,2017-07-24,5
ST-009546,ODHVHXKS,Versie Hillebrand,Prospecting,Engaging,2017-07-24,29
ST-009547,SZS2IPM3,Versie Hillebrand,Prospecting,Engaging,2017-07-24,25
ST-009548,YY2DWBG5,Versie Hillebrand,Prospecting,Engaging,2017-07-24,24
ST-009549,X19CKKZ1,Versie Hillebrand,Prospecting,Engaging,2017-07-24,23
ST-009550,X19CKKZ1,Versie Hillebrand,Engaging,Won,2017-07-31,7
ST-009551,DZOLKFK6,Vicki Laflamme,Prospecting,Engaging,2017-07-24,26
ST-009552,DZOLKFK6,Vicki Laflamme,Engaging,Lost,2017-11-21,120
ST-009553,H5E0GSHQ,Violet Mclelland,Prospecting,Engaging,2017-07-24,13
ST-009554,H5E0GSHQ,Violet Mclelland,Engaging,Lost,2017-07-30,6
ST-009555,P91SQBST,Anna Snelling,Prospecting,Engaging,2017-07-25,17
ST-009556,4DLY9ZDH,Anna Snelling,Prospecting,Engaging,2017-07-25,3
ST-009557,ZNEQXZZK,Anna Snelling,Prospecting,Engaging,2017-07-25,11
ST-009558,CBPVAIQ7,Boris Faz,Prospecting,Engaging,2017-07-25,9
ST-009559,CBPVAIQ7,Boris Faz,Engaging,Lost,2017-08-03,9
ST-009560,JND57DH5,Boris Faz,Prospecting,Engaging,2017-07-25,10
ST-009561,JND57DH5,Boris Faz,Engaging,Won,2017-08-01,7
ST-009562,8PUH80YZ,Cassey Cress,Prospecting,Engaging,2017-07-25,25
ST-009563,8PUH80YZ,Cassey Cress,Engaging,Won,2017-08-21,27
ST-009564,22WVAXR2,Cassey Cress,Prospecting,Engaging,2017-07-25,5
ST-009565,22WVAXR2,Cassey Cress,Engaging,Won,2017-07-29,4
ST-009566,VVO21D4Z,Cecily Lampkin,Prospecting,Engaging,2017-07-25,14
ST-009567,SXFE42KG,Cecily Lampkin,Prospecting,Engaging,2017-07-25,11
ST-009568,MA9SBSLE,Cecily Lampkin,Prospecting,Engaging,2017-07-25,28
ST-009569,MA9SBSLE,Cecily Lampkin,Engaging,Lost,2017-07-27,2
ST-009570,PKRDEUWE,Corliss Cosme,Prospecting,Engaging,2017-07-25,6
ST-009571,PKRDEUWE,Corliss Cosme,Engaging,Lost,2017-08-02,8
ST-009572,LJ5FQGLZ,Daniell Hammack,Prospecting,Engaging,2017-07-25,26
ST-009573,LJ5FQGLZ,Daniell Hammack,Engaging,Won,2017-07-27,2
ST-009574,KMJMLQ4P,Daniell Hammack,Prospecting,Engaging,2017-07-25,3
ST-009575,KMJMLQ4P,Daniell Hammack,Engaging,Won,2017-08-01,7
ST-009576,APIB681L,Darcel Schlecht,Prospecting,Engaging,2017-07-25,4
ST-009577,TFSKOBH7,Darcel Schlecht,Prospecting,Engaging,2017-07-25,15
ST-009578,LUTZ8UQM,Darcel Schlecht,Prospecting,Engaging,2017-07-25,17
ST-009579,1QKDD1OI,Darcel Schlecht,Prospecting,Engaging,2017-07-25,26
ST-009580,2GFL3TAF,Darcel Schlecht,Prospecting,Engaging,2017-07-25,16
ST-009581,CUSWE9PB,Darcel Schlecht,Prospecting,Engaging,2017-07-25,8
ST-009582,XFCKQ7RI,Darcel Schlecht,Prospecting,Engaging,2017-07-25,16
ST-009583,94E71JAP,Darcel Schlecht,Prospecting,Engaging,2017-07-25,18
ST-009584,94E71JAP,Darcel Schlecht,Engaging,Lost,2017-11-13,111
ST-009585,VBVO5X8W,Darcel Schlecht,Prospecting,Engaging,2017-07-25,15
ST-009586,VBVO5X8W,Darcel Schlecht,Engaging,Lost,2017-08-08,14
ST-009587,6UUZ4IJ5,Darcel Schlecht,Prospecting,Engaging,2017-07-25,14
ST-009588,6UUZ4IJ5,Darcel Schlecht,Engaging,Won,2017-08-03,9
ST-009589,6EXXL6M4,Darcel Schlecht,Prospecting,Engaging,2017-07-25,20
ST-009590,6EXXL6M4,Darcel Schlecht,Engaging,Won,2017-07-31,6
ST-009591,L9BTE2RA,Darcel Schlecht,Prospecting,Engaging,2017-07-25,15
ST-009592,L9BTE2RA,Darcel Schlecht,Engaging,Won,2017-09-29,66
ST-009593,EVU2E5ZZ,Donn Cantrell,Prospecting,Engaging,2017-07-25,6
ST-009594,EVU2E5ZZ,Donn Cantrell,Engaging,Lost,2017-08-02,8
ST-009595,PQL5GITI,Gladys Colclough,Prospecting,Engaging,2017-07-25,29
ST-009596,8AK3KGFA,Gladys Colclough,Prospecting,Engaging,2017-07-25,18
ST-009597,PBTSZ2Q2,Gladys Colclough,Prospecting,Engaging,2017-07-25,28
ST-009598,PBTSZ2Q2,Gladys Colclough,Engaging,Lost,2017-11-05,103
ST-009599,7F2DDW3C,Hayden Neloms,Prospecting,Engaging,2017-07-25,30
ST-009600,BEDNZXVE,Jonathan Berthelot,Prospecting,Engaging,2017-07-25,21
ST-009601,D28ANNYX,Kami Bicknell,Prospecting,Engaging,2017-07-25,23
ST-009602,D28ANNYX,Kami Bicknell,Engaging,Won,2017-12-02,130
ST-009603,CGFLLZZI,Kary Hendrixson,Prospecting,Engaging,2017-07-25,27
ST-009604,GZ6SFRAT,Lajuana Vencill,Prospecting,Engaging,2017-07-25,24
ST-009605,JH643YRI,Lajuana Vencill,Prospecting,Engaging,2017-07-25,10
ST-009606,YCQTM2BQ,Lajuana Vencill,Prospecting,Engaging,2017-07-25,8
ST-009607,30OFYJUN,Lajuana Vencill,Prospecting,Engaging,2017-07-25,17
ST-009608,30OFYJUN,Lajuana Vencill,Engaging,Lost,2017-07-31,6
ST-009609,10ICDVM2,Lajuana Vencill,Prospecting,Engaging,2017-07-25,5
ST-009610,10ICDVM2,Lajuana Vencill,Engaging,Won,2017-07-30,5
ST-009611,KUAZF4E7,Markita Hansen,Prospecting,Engaging,2017-07-25,28
ST-009612,KUAZF4E7,Markita Hansen,Engaging,Lost,2017-11-27,125
ST-009613,Y3TOQUQI,Marty Freudenburg,Prospecting,Engaging,2017-07-25,30
ST-009614,RV5Y8DRY,Marty Freudenburg,Prospecting,Engaging,2017-07-25,4
ST-009615,HJRM13DI,Marty Freudenburg,Prospecting,Engaging,2017-07-25,12
ST-009616,IVANA47K,Marty Freudenburg,Prospecting,Engaging,2017-07-25,3
ST-009617,IVANA47K,Marty Freudenburg,Engaging,Won,2017-07-27,2
ST-009618,G2XP6IGJ,Moses Frase,Prospecting,Engaging,2017-07-25,13
ST-009619,MLD3WEJC,Moses Frase,Prospecting,Engaging,2017-07-25,11
ST-009620,DZP0MNRM,Niesha Huffines,Prospecting,Engaging,2017-07-25,6
ST-009621,OBC504T8,Niesha Huffines,Prospecting,Engaging,2017-07-25,5
ST-009622,CMW6IQJI,Niesha Huffines,Prospecting,Engaging,2017-07-25,13
ST-009623,4KP2GEFF,Niesha Huffines,Prospecting,Engaging,2017-07-25,8
ST-009624,4KP2GEFF,Niesha Huffines,Engaging,Won,2017-11-03,101
ST-009625,8ODHXBNE,Rosalina Dieter,Prospecting,Engaging,2017-07-25,15
ST-009626,VO1YR5CY,Versie Hillebrand,Prospecting,Engaging,2017-07-25,8
ST-009627,FHPRER2D,Versie Hillebrand,Prospecting,Engaging,2017-07-25,26
ST-009628,WOB1ULFR,Versie Hillebrand,Prospecting,Engaging,2017-07-25,5
ST-009629,WOB1ULFR,Versie Hillebrand,Engaging,Won,2017-11-04,102
ST-009630,7IKDD9UG,Violet Mclelland,Prospecting,Engaging,2017-07-25,20
ST-009631,7IKDD9UG,Violet Mclelland,Engaging,Won,2017-07-26,1
ST-009632,UVCHXUIG,Anna Snelling,Prospecting,Engaging,2017-07-26,5
ST-009633,V02WMIWK,Anna Snelling,Prospecting,Engaging,2017-07-26,13
ST-009634,59SUBXGP,Anna Snelling,Prospecting,Engaging,2017-07-26,22
ST-009635,59SUBXGP,Anna Snelling,Engaging,Won,2017-12-02,129
ST-009636,37UCYEDY,Cassey Cress,Prospecting,Engaging,2017-07-26,22
ST-009637,TFL3C3JS,Cassey Cress,Prospecting,Engaging,2017-07-26,18
ST-009638,TFL3C3JS,Cassey Cress,Engaging,Won,2017-09-27,63
ST-009639,EM3NYEYC,Cecily Lampkin,Prospecting,Engaging,2017-07-26,25
ST-009640,EM3NYEYC,Cecily Lampkin,Engaging,Lost,2017-07-31,5
ST-009641,1976N63N,Darcel Schlecht,Prospecting,Engaging,2017-07-26,3
ST-009642,7TFHGN6O,Darcel Schlecht,Prospecting,Engaging,2017-07-26,16
ST-009643,L6223VHA,Darcel Schlecht,Prospecting,Engaging,2017-07-26,23
ST-009644,TJ7PNIXL,Darcel Schlecht,Prospecting,Engaging,2017-07-26,8
ST-009645,VMBM5EKL,Darcel Schlecht,Prospecting,Engaging,2017-07-26,22
ST-009646,8TD2LLOF,Darcel Schlecht,Prospecting,Engaging,2017-07-26,16
ST-009647,KPFV2AAL,Darcel Schlecht,Prospecting,Engaging,2017-07-26,8
ST-009648,KPFV2AAL,Darcel Schlecht,Engaging,Lost,2017-11-17,114
ST-009649,V2JOV5MF,Darcel Schlecht,Prospecting,Engaging,2017-07-26,4
ST-009650,V2JOV5MF,Darcel Schlecht,Engaging,Won,2017-07-27,1
ST-009651,DEVXF86R,Donn Cantrell,Prospecting,Engaging,2017-07-26,6
ST-009652,DEVXF86R,Donn Cantrell,Engaging,Lost,2017-09-29,65
ST-009653,VA9AGU75,Donn Cantrell,Prospecting,Engaging,2017-07-26,13
ST-009654,VA9AGU75,Donn Cantrell,Engaging,Lost,2017-09-26,62
ST-009655,0MKW8IPC,Donn Cantrell,Prospecting,Engaging,2017-07-26,9
ST-009656,0MKW8IPC,Donn Cantrell,Engaging,Won,2017-07-28,2
ST-009657,7RLLNAYC,Gladys Colclough,Prospecting,Engaging,2017-07-26,9
ST-009658,BRDB1I76,Gladys Colclough,Prospecting,Engaging,2017-07-26,16
ST-009659,EFKPYBI9,Gladys Colclough,Prospecting,Engaging,2017-07-26,25
ST-009660,P8P9MKJL,Gladys Colclough,Prospecting,Engaging,2017-07-26,20
ST-009661,P8P9MKJL,Gladys Colclough,Engaging,Won,2017-09-23,59
ST-009662,S7PY8R2V,Gladys Colclough,Prospecting,Engaging,2017-07-26,26
ST-009663,S7PY8R2V,Gladys Colclough,Engaging,Won,2017-07-28,2
ST-009664,PW9DTZON,James Ascencio,Prospecting,Engaging,2017-07-26,26
ST-009665,G0DTQHIC,Jonathan Berthelot,Prospecting,Engaging,2017-07-26,20
ST-009666,75WYC9TY,Jonathan Berthelot,Prospecting,Engaging,2017-07-26,11
ST-009667,75WYC9TY,Jonathan Berthelot,Engaging,Lost,2017-07-30,4
ST-009668,FPLXC8Z3,Kary Hendrixson,Prospecting,Engaging,2017-07-26,24
ST-009669,CEWDZ3ZD,Kary Hendrixson,Prospecting,Engaging,2017-07-26,12
ST-009670,CEWDZ3ZD,Kary Hendrixson,Engaging,Won,2017-08-10,15
ST-009671,OD895EQM,Lajuana Vencill,Prospecting,Engaging,2017-07-26,12
ST-009672,KPH05GU8,Lajuana Vencill,Prospecting,Engaging,2017-07-26,10
ST-009673,VBB0LCEN,Lajuana Vencill,Prospecting,Engaging,2017-07-26,6
ST-009674,F56MSU4B,Lajuana Vencill,Prospecting,Engaging,2017-07-26,4
ST-009675,F56MSU4B,Lajuana Vencill,Engaging,Lost,2017-07-30,4
ST-009676,BR18O9U1,Marty Freudenburg,Prospecting,Engaging,2017-07-26,15
ST-009677,BR18O9U1,Marty Freudenburg,Engaging,Won,2017-07-28,2
ST-009678,88CM27UB,Maureen Marcano,Prospecting,Engaging,2017-07-26,21
ST-009679,88CM27UB,Maureen Marcano,Engaging,Lost,2017-07-30,4
ST-009680,IK7LMFER,Moses Frase,Prospecting,Engaging,2017-07-26,20
ST-009681,P3K1DVYB,Moses Frase,Prospecting,Engaging,2017-07-26,29
ST-009682,BB1PRS3T,Moses Frase,Prospecting,Engaging,2017-07-26,18
ST-009683,WQ5U8PPM,Niesha Huffines,Prospecting,Engaging,2017-07-26,7
ST-009684,Q5GNQ823,Vicki Laflamme,Prospecting,Engaging,2017-07-26,4
ST-009685,BE0RAJF5,Vicki Laflamme,Prospecting,Engaging,2017-07-26,14
ST-009686,BE0RAJF5,Vicki Laflamme,Engaging,Lost,2017-08-06,11
ST-009687,KO7UWLAU,Wilburn Farren,Prospecting,Engaging,2017-07-26,3
ST-009688,KO7UWLAU,Wilburn Farren,Engaging,Won,2017-07-28,2
ST-009689,T50TV9SO,Zane Levy,Prospecting,Engaging,2017-07-26,16
ST-009690,4SJGBWQL,Zane Levy,Prospecting,Engaging,2017-07-26,5
ST-009691,4SJGBWQL,Zane Levy,Engaging,Lost,2017-07-27,1
ST-009692,AWFSNZ2U,Zane Levy,Prospecting,Engaging,2017-07-26,12
ST-009693,AWFSNZ2U,Zane Levy,Engaging,Won,2017-12-01,128
ST-009694,S3E48VE0,Zane Levy,Prospecting,Engaging,2017-07-26,29
ST-009695,S3E48VE0,Zane Levy,Engaging,Won,2017-09-26,62
ST-009696,N9GIC5PC,Anna Snelling,Prospecting,Engaging,2017-07-27,24
ST-009697,1T5WFCEJ,Anna Snelling,Prospecting,Engaging,2017-07-27,23
ST-009698,1XJFMYCW,Anna Snelling,Prospecting,Engaging,2017-07-27,22
ST-009699,YYU1J6E1,Anna Snelling,Prospecting,Engaging,2017-07-27,18
ST-009700,SCR1IKLQ,Anna Snelling,Prospecting,Engaging,2017-07-27,9
ST-009701,SCR1IKLQ,Anna Snelling,Engaging,Won,2017-07-29,2
ST-009702,IF8PILJR,Anna Snelling,Prospecting,Engaging,2017-07-27,6
ST-009703,IF8PILJR,Anna Snelling,Engaging,Won,2017-07-29,2
ST-009704,2K52EH11,Cassey Cress,Prospecting,Engaging,2017-07-27,3
ST-009705,2K52EH11,Cassey Cress,Engaging,Lost,2017-12-12,138
ST-009706,KPYCCBQA,Cecily Lampkin,Prospecting,Engaging,2017-07-27,9
ST-009707,HTY5G7DI,Cecily Lampkin,Prospecting,Engaging,2017-07-27,8
ST-009708,HTY5G7DI,Cecily Lampkin,Engaging,Won,2017-08-02,6
ST-009709,TX88GTDE,Corliss Cosme,Prospecting,Engaging,2017-07-27,23
ST-009710,TX88GTDE,Corliss Cosme,Engaging,Lost,2017-07-29,2
ST-009711,SSK95WLX,Darcel Schlecht,Prospecting,Engaging,2017-07-27,12
ST-009712,PQ104BT2,Darcel Schlecht,Prospecting,Engaging,2017-07-27,5
ST-009713,GQ7H31ZJ,Darcel Schlecht,Prospecting,Engaging,2017-07-27,18
ST-009714,9B7FS6YL,Darcel Schlecht,Prospecting,Engaging,2017-07-27,30
ST-009715,M6JT5RL8,Darcel Schlecht,Prospecting,Engaging,2017-07-27,6
ST-009716,45H84LNT,Darcel Schlecht,Prospecting,Engaging,2017-07-27,12
ST-009717,E8MIFXOH,Darcel Schlecht,Prospecting,Engaging,2017-07-27,28
ST-009718,UO8DLVVQ,Darcel Schlecht,Prospecting,Engaging,2017-07-27,15
ST-009719,R7H0M07R,Darcel Schlecht,Prospecting,Engaging,2017-07-27,18
ST-009720,JQ5AOYQ8,Darcel Schlecht,Prospecting,Engaging,2017-07-27,18
ST-009721,2GQH9FKJ,Darcel Schlecht,Prospecting,Engaging,2017-07-27,24
ST-009722,2GQH9FKJ,Darcel Schlecht,Engaging,Won,2017-08-09,13
ST-009723,MW3K8553,Darcel Schlecht,Prospecting,Engaging,2017-07-27,11
ST-009724,MW3K8553,Darcel Schlecht,Engaging,Won,2017-08-23,27
ST-009725,G7RZTAMV,Gladys Colclough,Prospecting,Engaging,2017-07-27,5
ST-009726,82K9NWKO,Gladys Colclough,Prospecting,Engaging,2017-07-27,23
ST-009727,E41SDK40,Gladys Colclough,Prospecting,Engaging,2017-07-27,20
ST-009728,E41SDK40,Gladys Colclough,Engaging,Lost,2017-09-15,50
ST-009729,RFXH6VDX,Hayden Neloms,Prospecting,Engaging,2017-07-27,15
ST-009730,RDFUGEA2,James Ascencio,Prospecting,Engaging,2017-07-27,8
ST-009731,RDFUGEA2,James Ascencio,Engaging,Won,2017-09-15,50
ST-009732,64KHY8MT,Jonathan Berthelot,Prospecting,Engaging,2017-07-27,14
ST-009733,5PWO4RPC,Jonathan Berthelot,Prospecting,Engaging,2017-07-27,15
ST-009734,PU62ZGX4,Jonathan Berthelot,Prospecting,Engaging,2017-07-27,14
ST-009735,EVDKJDY3,Jonathan Berthelot,Prospecting,Engaging,2017-07-27,8
ST-009736,I8TEUO2C,Kami Bicknell,Prospecting,Engaging,2017-07-27,17
ST-009737,I8TEUO2C,Kami Bicknell,Engaging,Won,2017-08-10,14
ST-009738,BY1TB6D2,Markita Hansen,Prospecting,Engaging,2017-07-27,4
ST-009739,BY1TB6D2,Markita Hansen,Engaging,Won,2017-07-28,1
ST-009740,WX546S1D,Marty Freudenburg,Prospecting,Engaging,2017-07-27,11
ST-009741,S2Y2Q1D2,Marty Freudenburg,Prospecting,Engaging,2017-07-27,17
ST-009742,PYRLUYIQ,Marty Freudenburg,Prospecting,Engaging,2017-07-27,17
ST-009743,2AMVTZLM,Marty Freudenburg,Prospecting,Engaging,2017-07-27,11
ST-009744,2AMVTZLM,Marty Freudenburg,Engaging,Lost,2017-08-01,5
ST-009745,8IOAX81S,Marty Freudenburg,Prospecting,Engaging,2017-07-27,10
ST-009746,8IOAX81S,Marty Freudenburg,Engaging,Won,2017-08-07,11
ST-009747,EN8JHUXA,Moses Frase,Prospecting,Engaging,2017-07-27,29
ST-009748,I3IRJZRL,Niesha Huffines,Prospecting,Engaging,2017-07-27,11
ST-009749,51H02FX1,Niesha Huffines,Prospecting,Engaging,2017-07-27,21
ST-009750,9SRD5NCR,Rosalina Dieter,Prospecting,Engaging,2017-07-27,4
ST-009751,EYWL3H5G,Rosalina Dieter,Prospecting,Engaging,2017-07-27,7
ST-009752,EYWL3H5G,Rosalina Dieter,Engaging,Lost,2017-07-28,1
ST-009753,18YA4UUP,Versie Hillebrand,Prospecting,Engaging,2017-07-27,27
ST-009754,WVT3X6IC,Versie Hillebrand,Prospecting,Engaging,2017-07-27,25
ST-009755,YUGFGRUT,Vicki Laflamme,Prospecting,Engaging,2017-07-27,24
ST-009756,YUGFGRUT,Vicki Laflamme,Engaging,Won,2017-08-06,10
ST-009757,VD2KHXRY,Zane Levy,Prospecting,Engaging,2017-07-27,6
ST-009758,P7MSQO38,Anna Snelling,Prospecting,Engaging,2017-07-28,5
ST-009759,10QE4JCA,Anna Snelling,Prospecting,Engaging,2017-07-28,24
ST-009760,O6B0YK1X,Anna Snelling,Prospecting,Engaging,2017-07-28,14
ST-009761,O6B0YK1X,Anna Snelling,Engaging,Lost,2017-08-03,6
ST-009762,DXRG254A,Boris Faz,Prospecting,Engaging,2017-07-28,28
ST-009763,NLWICKPS,Cassey Cress,Prospecting,Engaging,2017-07-28,20
ST-009764,NLWICKPS,Cassey Cress,Engaging,Lost,2017-11-07,102
ST-009765,Z6FPHRV7,Corliss Cosme,Prospecting,Engaging,2017-07-28,16
ST-009766,Z6FPHRV7,Corliss Cosme,Engaging,Won,2017-11-11,106
ST-009767,X33HL9WS,Daniell Hammack,Prospecting,Engaging,2017-07-28,27
ST-009768,9Z2WTTNY,Darcel Schlecht,Prospecting,Engaging,2017-07-28,21
ST-009769,ZJLW1OPF,Darcel Schlecht,Prospecting,Engaging,2017-07-28,10
ST-009770,Q62JFLLD,Darcel Schlecht,Prospecting,Engaging,2017-07-28,20
ST-009771,3PPHOXTT,Darcel Schlecht,Prospecting,Engaging,2017-07-28,4
ST-009772,LJ59Y2TK,Darcel Schlecht,Prospecting,Engaging,2017-07-28,29
ST-009773,LJ59Y2TK,Darcel Schlecht,Engaging,Lost,2017-07-29,1
ST-009774,80S3ED8B,Darcel Schlecht,Prospecting,Engaging,2017-07-28,15
ST-009775,80S3ED8B,Darcel Schlecht,Engaging,Won,2017-08-23,26
ST-009776,2IKGOPW1,Darcel Schlecht,Prospecting,Engaging,2017-07-28,29
ST-009777,2IKGOPW1,Darcel Schlecht,Engaging,Won,2017-07-30,2
ST-009778,7Y10BR02,Darcel Schlecht,Prospecting,Engaging,2017-07-28,19
ST-009779,7Y10BR02,Darcel Schlecht,Engaging,Won,2017-07-30,2
ST-009780,4L8RQVL9,Donn Cantrell,Prospecting,Engaging,2017-07-28,16
ST-009781,4L8RQVL9,Donn Cantrell,Engaging,Lost,2017-08-06,9
ST-009782,9T954T67,Elease Gluck,Prospecting,Engaging,2017-07-28,20
ST-009783,9T954T67,Elease Gluck,Engaging,Won,2017-07-29,1
ST-009784,N07XYH50,Gladys Colclough,Prospecting,Engaging,2017-07-28,24
ST-009785,CEOEM2MY,Hayden Neloms,Prospecting,Engaging,2017-07-28,30
ST-009786,CEOEM2MY,Hayden Neloms,Engaging,Lost,2017-07-29,1
ST-009787,VIFA2I18,Jonathan Berthelot,Prospecting,Engaging,2017-07-28,18
ST-009788,7K31BXX3,Jonathan Berthelot,Prospecting,Engaging,2017-07-28,21
ST-009789,I5FVCO24,Jonathan Berthelot,Prospecting,Engaging,2017-07-28,10
ST-009790,I5FVCO24,Jonathan Berthelot,Engaging,Won,2017-07-29,1
ST-009791,WTG4IAG0,Kami Bicknell,Prospecting,Engaging,2017-07-28,18
ST-009792,WTG4IAG0,Kami Bicknell,Engaging,Lost,2017-07-29,1
ST-009793,NFKUICVA,Kami Bicknell,Prospecting,Engaging,2017-07-28,12
ST-009794,NFKUICVA,Kami Bicknell,Engaging,Won,2017-11-15,110
ST-009795,V3G1HBTZ,Lajuana Vencill,Prospecting,Engaging,2017-07-28,5
ST-009796,XV41LZYE,Lajuana Vencill,Prospecting,Engaging,2017-07-28,15
ST-009797,0RI2I8ZL,Lajuana Vencill,Prospecting,Engaging,2017-07-28,30
ST-009798,7W9S4DCZ,Lajuana Vencill,Prospecting,Engaging,2017-07-28,25
ST-009799,3L3W9W8I,Marty Freudenburg,Prospecting,Engaging,2017-07-28,4
ST-009800,WL6CZ7N4,Marty Freudenburg,Prospecting,Engaging,2017-07-28,19
ST-009801,8UCQBI6J,Marty Freudenburg,Prospecting,Engaging,2017-07-28,21
ST-009802,8UCQBI6J,Marty Freudenburg,Engaging,Won,2017-07-29,1
ST-009803,M5FP7HGQ,Moses Frase,Prospecting,Engaging,2017-07-28,19
ST-009804,Q8Q4R3SW,Moses Frase,Prospecting,Engaging,2017-07-28,28
ST-009805,Q8Q4R3SW,Moses Frase,Engaging,Lost,2017-08-10,13
ST-009806,SJ3QA8KP,Niesha Huffines,Prospecting,Engaging,2017-07-28,21
ST-009807,BZNGP0DN,Reed Clapper,Prospecting,Engaging,2017-07-28,24
ST-009808,BZNGP0DN,Reed Clapper,Engaging,Won,2017-08-10,13
ST-009809,M2ZRU2UH,Rosalina Dieter,Prospecting,Engaging,2017-07-28,22
ST-009810,Z31RDLIF,Rosie Papadopoulos,Prospecting,Engaging,2017-07-28,7
ST-009811,Z31RDLIF,Rosie Papadopoulos,Engaging,Lost,2017-11-27,122
ST-009812,NX2EICNQ,Versie Hillebrand,Prospecting,Engaging,2017-07-28,6
ST-009813,E4KNZB95,Versie Hillebrand,Prospecting,Engaging,2017-07-28,27
ST-009814,E4KNZB95,Versie Hillebrand,Engaging,Won,2017-08-19,22
ST-009815,PJDA3RWU,Versie Hillebrand,Prospecting,Engaging,2017-07-28,17
ST-009816,PJDA3RWU,Versie Hillebrand,Engaging,Won,2017-08-03,6
ST-009817,YUORNX7C,Versie Hillebrand,Prospecting,Engaging,2017-07-28,8
ST-009818,YUORNX7C,Versie Hillebrand,Engaging,Won,2017-11-01,96
ST-009819,0WJLKMUA,Violet Mclelland,Prospecting,Engaging,2017-07-28,8
ST-009820,0WJLKMUA,Violet Mclelland,Engaging,Lost,2017-07-29,1
ST-009821,7XP06LUZ,Wilburn Farren,Prospecting,Engaging,2017-07-28,9
ST-009822,7XP06LUZ,Wilburn Farren,Engaging,Lost,2017-12-02,127
ST-009823,5BT0Y4MB,Zane Levy,Prospecting,Engaging,2017-07-28,28
ST-009824,5BT0Y4MB,Zane Levy,Engaging,Lost,2017-07-30,2
ST-009825,T0TDA2O1,Anna Snelling,Prospecting,Engaging,2017-07-29,9
ST-009826,B1ZN2CFP,Anna Snelling,Prospecting,Engaging,2017-07-29,7
ST-009827,WCCEBK6E,Anna Snelling,Prospecting,Engaging,2017-07-29,4
ST-009828,WCCEBK6E,Anna Snelling,Engaging,Won,2017-08-05,7
ST-009829,3A2CCWEG,Cecily Lampkin,Prospecting,Engaging,2017-07-29,16
ST-009830,5SCMRQ9N,Cecily Lampkin,Prospecting,Engaging,2017-07-29,5
ST-009831,5SCMRQ9N,Cecily Lampkin,Engaging,Won,2017-09-05,38
ST-009832,4QQOSYGL,Corliss Cosme,Prospecting,Engaging,2017-07-29,24
ST-009833,A3I4JHP0,Daniell Hammack,Prospecting,Engaging,2017-07-29,16
ST-009834,A3I4JHP0,Daniell Hammack,Engaging,Won,2017-08-06,8
ST-009835,NJNY07JZ,Darcel Schlecht,Prospecting,Engaging,2017-07-29,9
ST-009836,UWI771ZX,Darcel Schlecht,Prospecting,Engaging,2017-07-29,29
ST-009837,YI1V6SOX,Darcel Schlecht,Prospecting,Engaging,2017-07-29,23
ST-009838,PNTHPFHY,Darcel Schlecht,Prospecting,Engaging,2017-07-29,7
ST-009839,2I7IFY8D,Darcel Schlecht,Prospecting,Engaging,2017-07-29,29
ST-009840,T1SITEI0,Darcel Schlecht,Prospecting,Engaging,2017-07-29,22
ST-009841,DOVFYIIO,Donn Cantrell,Prospecting,Engaging,2017-07-29,11
ST-009842,DOVFYIIO,Donn Cantrell,Engaging,Lost,2017-07-30,1
ST-009843,BC53PQMQ,Donn Cantrell,Prospecting,Engaging,2017-07-29,13
ST-009844,BC53PQMQ,Donn Cantrell,Engaging,Won,2017-07-31,2
ST-009845,AU1OZUN8,Elease Gluck,Prospecting,Engaging,2017-07-29,26
ST-009846,AU1OZUN8,Elease Gluck,Engaging,Won,2017-11-02,96
ST-009847,09GK47AY,Garret Kinder,Prospecting,Engaging,2017-07-29,28
ST-009848,09GK47AY,Garret Kinder,Engaging,Lost,2017-08-02,4
ST-009849,D6CRJSEP,Garret Kinder,Prospecting,Engaging,2017-07-29,5
ST-009850,D6CRJSEP,Garret Kinder,Engaging,Won,2017-09-16,49
ST-009851,5G9WEZTP,Garret Kinder,Prospecting,Engaging,2017-07-29,5
ST-009852,5G9WEZTP,Garret Kinder,Engaging,Won,2017-08-16,18
ST-009853,3FI1J4VO,Gladys Colclough,Prospecting,Engaging,2017-07-29,15
ST-009854,KRK5YFGW,James Ascencio,Prospecting,Engaging,2017-07-29,20
ST-009855,KRK5YFGW,James Ascencio,Engaging,Won,2017-08-08,10
